cloudlet_id,mote_id,arrival_time_iso,epoch,temperature_C,humidity_percent,light_lux,voltage_V,cloudlet_length_MI,file_size_bytes,output_size_bytes,cores_required,priority
282,9,2004-02-29T15:34:43,1078068883,23.53,40.17,922.09,2.653,1534,1147,328,4,2
283,53,2004-03-30T21:23:43,1080681823,22.96,37.48,689.61,2.666,1366,633,506,2,2
284,9,2004-03-22T12:49:10,1079959750,19.2,43.44,446.69,2.649,1259,238,511,2,1
285,9,2004-03-25T18:13:07,1080238387,23.19,39.91,122.24,2.758,1123,961,116,2,2
286,12,2004-03-03T15:38:16,1078328296,27.94,36.86,223.3,2.83,1223,1108,306,2,3
287,41,2004-03-24T06:07:28,1080108448,17.83,28.11,109.55,2.708,833,562,503,1,2
288,15,2004-03-04T12:31:35,1078403495,24.19,64.11,415.46,2.616,1653,416,524,4,1
289,2,2004-02-28T19:48:15,1077997695,24.57,51.61,398.05,2.75,1465,535,248,4,2
290,11,2004-03-07T14:39:34,1078670374,27.18,64.4,249.49,2.818,1634,370,532,4,3
291,11,2004-03-09T06:25:21,1078813521,24.18,56.46,552.96,2.77,1607,931,403,4,2
292,8,2004-03-11T05:32:11,1078983131,22.03,45.19,780.78,2.589,1509,597,181,4,1
293,32,2004-03-08T13:23:36,1078752216,23.27,24.96,207.3,2.651,943,239,518,1,2
294,6,2004-03-03T08:05:05,1078301105,21.2,34.09,87.69,2.635,979,657,124,1,1
295,53,2004-03-20T11:48:46,1079783326,25.66,40.82,104.19,2.705,1177,232,305,2,2
296,20,2004-03-18T04:47:25,1079585245,17.35,33.43,576.12,2.746,1137,809,205,2,2
297,39,2004-03-22T10:59:53,1079953193,20.54,23.16,654.66,2.789,1086,229,322,1,2
298,35,2004-03-05T10:03:14,1078480994,23.34,34.31,70.66,2.732,1017,415,302,1,2
299,8,2004-02-29T17:01:58,1078074118,25.51,42.67,62.67,2.821,1182,1017,422,2,3
300,50,2004-03-06T11:14:23,1078571663,21.96,64.08,504.99,2.848,1653,724,169,4,3
301,49,2004-04-03T22:36:31,1081031791,19.65,36.92,137.55,2.815,1016,369,108,1,3
302,43,2004-03-24T12:24:24,1080131064,21.37,52.86,268.35,2.646,1354,768,449,2,1
303,34,2004-02-29T16:57:23,1078073843,20.9,33.28,487.85,2.756,1161,1036,381,2,2
304,53,2004-03-16T13:59:23,1079445563,21.04,42.31,419.77,2.744,1265,314,177,2,2
305,19,2004-03-03T07:46:56,1078300016,20.69,44.59,287.38,2.852,1226,978,453,2,3
306,7,2004-03-30T21:09:21,1080680961,20.7,64.2,192.95,2.951,1473,485,415,4,3
307,31,2004-03-06T22:49:36,1078613376,16.85,12.96,380.65,2.67,722,1001,373,1,2
308,18,2004-03-15T08:54:07,1079340847,22.9,35.26,498.05,2.719,1236,267,164,2,2
309,40,2004-03-27T14:43:09,1080398589,24.02,47.96,426.29,2.712,1413,1005,530,4,2
310,14,2004-04-04T08:34:19,1081067659,26.5,50.02,211.82,2.8,1386,331,520,2,2
311,39,2004-04-01T14:48:36,1080830916,24.58,30.88,446.16,2.694,1178,657,411,2,2
312,53,2004-02-29T08:43:16,1078044196,24.43,44.54,11.76,2.76,1163,949,291,2,2
313,36,2004-03-13T08:44:42,1079167482,22.89,45.15,520.66,2.708,1395,433,229,2,2
314,17,2004-03-10T11:03:18,1078916598,16.71,62.66,153.69,2.584,1351,994,324,2,1
315,37,2004-03-07T01:59:36,1078624776,22.84,47.5,143.83,2.703,1241,735,234,2,2
316,44,2004-03-26T09:24:56,1080293096,22.34,43.3,199.39,2.722,1196,657,146,2,2
317,9,2004-03-27T16:05:54,1080403554,25.09,36.56,174.31,2.727,1137,883,414,2,2
318,20,2004-03-07T01:53:22,1078624402,23.7,52.29,136.66,2.789,1327,459,558,2,2
319,45,2004-03-17T09:06:55,1079514415,21.61,41.94,287.11,2.673,1205,725,172,2,2
320,28,2004-03-30T02:42:10,1080614530,27.87,38.2,2.69,2.623,1132,650,537,2,1
321,50,2004-03-17T06:39:19,1079505559,24.55,33.24,300.9,2.821,1140,888,107,2,3
322,20,2004-03-09T12:01:57,1078833717,23.02,41.44,730.92,2.671,1447,769,548,4,2
323,41,2004-03-27T18:22:47,1080411767,23.37,53.38,116.07,2.723,1326,381,372,2,2
324,36,2004-03-02T17:13:04,1078247584,22.18,38.84,195.98,2.713,1124,610,458,2,2
325,53,2004-03-20T09:06:31,1079773591,22.05,45.41,439.47,2.586,1342,960,254,2,1
326,27,2004-03-16T00:38:11,1079397491,15.49,38.32,321.61,2.825,1045,531,107,1,3
327,8,2004-03-06T17:37:14,1078594634,19.25,47.04,336.86,2.732,1259,914,476,2,2
328,32,2004-03-03T09:08:00,1078304880,20.38,46.0,409.65,2.758,1302,765,266,2,2
329,1,2004-03-23T15:37:43,1080056263,23.35,35.55,85.74,2.81,1043,956,366,1,3
330,17,2004-03-08T03:59:31,1078718371,17.04,54.98,36.24,2.698,1184,643,269,2,2
331,9,2004-03-04T19:12:37,1078427557,20.44,27.53,283.73,2.757,963,235,112,1,2
332,20,2004-03-01T03:13:43,1078110823,20.05,58.62,499.08,2.723,1530,1140,163,4,2
333,45,2004-03-29T05:58:21,1080539901,22.35,48.95,416.04,2.773,1389,974,510,2,2
334,32,2004-03-19T06:44:50,1079678690,23.36,52.05,648.64,2.68,1572,583,497,4,2
335,2,2004-03-09T13:28:15,1078838895,20.06,25.19,540.61,2.836,1049,943,447,1,3
336,32,2004-04-01T19:39:04,1080848344,20.28,44.39,3.89,2.619,1073,1088,112,1,1
337,45,2004-03-19T16:05:54,1079712354,19.96,63.4,169.06,2.82,1435,635,266,4,3
338,9,2004-02-29T13:01:12,1078059672,20.83,43.26,362.72,2.827,1247,705,137,2,3
339,30,2004-03-07T21:17:16,1078694236,21.85,46.56,410.97,2.735,1341,361,376,2,2
340,20,2004-04-03T16:25:53,1081009553,25.95,31.27,67.66,2.704,1022,628,269,1,2
341,38,2004-03-31T09:38:07,1080725887,18.96,27.73,162.03,2.819,876,760,327,1,3
342,1,2004-04-01T14:55:41,1080831341,27.25,47.76,340.64,2.785,1432,1030,320,4,2
343,5,2004-03-12T00:48:01,1079052481,18.3,36.86,68.28,2.643,953,853,441,1,1
344,35,2004-03-23T07:20:21,1080026421,24.86,38.35,129.19,2.754,1137,436,344,2,2
345,36,2004-03-08T01:04:34,1078707874,20.57,45.76,248.79,2.69,1222,1103,243,2,2
346,1,2004-03-28T12:45:03,1080477903,19.27,53.24,864.7,2.744,1616,1019,133,4,2
347,14,2004-03-14T18:00:28,1079287228,25.95,51.31,153.72,2.757,1366,768,480,2,2
348,9,2004-03-30T15:22:16,1080660136,22.25,46.2,650.66,2.645,1463,719,130,4,1
349,30,2004-03-06T03:47:47,1078544867,22.13,55.65,25.49,2.597,1290,1005,115,2,1
350,24,2004-03-12T04:20:48,1079065248,21.17,57.53,4.96,2.663,1289,1095,500,2,2
351,4,2004-03-23T17:13:39,1080062019,20.26,43.42,513.31,2.809,1313,291,358,2,3
352,50,2004-04-04T06:30:37,1081060237,21.47,65.02,9.45,2.719,1409,529,405,4,2
353,14,2004-03-09T03:50:44,1078804244,12.32,31.95,67.24,2.811,759,282,221,1,3
354,25,2004-03-04T13:20:47,1078406447,16.44,26.6,382.51,2.85,919,388,394,1,3
355,4,2004-03-18T18:25:23,1079634323,23.18,61.6,341.72,2.72,1558,671,278,4,2
356,25,2004-03-11T19:37:27,1079033847,25.55,36.6,41.2,2.748,1081,670,221,1,2
357,10,2004-03-09T21:05:03,1078866303,26.09,12.93,739.04,2.777,1085,1057,366,1,2
358,35,2004-02-29T11:39:51,1078054791,19.13,41.09,49.53,2.547,1024,288,200,1,1
359,7,2004-03-28T08:36:22,1080462982,22.58,59.74,277.96,2.658,1487,818,380,4,2
360,42,2004-03-10T18:30:26,1078943426,15.42,41.31,152.02,2.706,1004,526,385,1,2
361,13,2004-03-18T04:54:40,1079585680,20.95,23.7,161.36,2.797,855,838,331,1,2
362,4,2004-03-21T01:14:39,1079831679,24.47,41.52,87.46,2.593,1156,676,170,2,1
363,50,2004-03-26T05:50:39,1080280239,21.95,42.77,629.1,2.77,1395,291,176,2,2
364,43,2004-02-29T05:50:50,1078033850,21.0,40.97,344.85,2.667,1207,657,426,2,2
365,36,2004-03-25T06:17:22,1080195442,21.96,36.37,710.07,2.753,1340,489,186,2,2
366,14,2004-03-28T08:24:53,1080462293,25.85,36.94,13.4,2.679,1078,802,551,1,2
367,18,2004-03-26T12:52:06,1080305526,21.27,53.73,23.29,2.688,1243,577,201,2,2
368,8,2004-03-21T22:58:29,1079909909,22.22,38.04,42.15,2.67,1036,1064,387,1,2
369,32,2004-02-29T08:19:41,1078042781,26.56,46.94,38.33,2.679,1254,524,301,2,2
370,27,2004-03-16T14:41:41,1079448101,21.32,46.89,120.14,2.807,1190,353,276,2,3
371,42,2004-03-17T18:03:17,1079546597,17.09,37.6,154.43,2.626,983,547,202,1,1
372,37,2004-03-24T19:54:20,1080158060,26.11,35.97,280.11,2.598,1202,454,175,2,1
373,23,2004-03-19T13:57:06,1079704626,25.05,45.84,435.98,2.614,1407,1101,514,4,1
374,7,2004-03-21T02:53:41,1079837621,15.35,25.17,151.57,2.667,760,221,196,1,2
375,12,2004-03-12T21:09:46,1079125786,21.61,68.93,340.79,2.699,1636,864,182,4,2
376,25,2004-03-22T07:34:44,1079940884,21.93,38.13,174.52,2.723,1098,917,548,1,2
377,3,2004-04-02T00:00:29,1080864029,26.11,40.31,113.18,2.7,1183,1074,426,2,2
378,26,2004-03-27T10:33:04,1080383584,21.96,53.84,42.13,2.658,1268,856,473,2,2
379,4,2004-04-04T09:19:23,1081070363,22.5,42.96,513.28,2.866,1351,840,369,2,3
380,42,2004-03-15T09:56:15,1079344575,22.59,39.99,338.39,2.757,1221,383,404,2,2
381,36,2004-04-02T10:52:43,1080903163,20.6,28.95,131.21,2.648,912,492,444,1,1
382,15,2004-03-07T10:45:03,1078656303,25.89,46.22,352.11,2.708,1387,734,243,2,2
383,32,2004-03-23T19:14:26,1080069266,19.62,38.44,474.62,2.795,1206,750,452,2,2
384,29,2004-04-03T13:11:31,1080997891,20.54,69.98,214.04,2.665,1568,746,180,4,2
385,10,2004-03-30T13:37:03,1080653823,21.98,42.54,347.92,2.691,1252,254,319,2,2
386,21,2004-03-16T12:58:56,1079441936,17.99,17.8,55.31,2.674,654,428,300,1,2
387,54,2004-03-19T09:00:27,1079686827,27.3,56.4,584.82,2.8,1684,353,190,4,3
388,16,2004-02-29T10:28:43,1078050523,22.0,33.0,89.25,2.742,980,471,518,1,2
389,47,2004-03-09T20:01:33,1078862493,24.47,46.28,189.51,2.656,1278,1054,488,2,2
390,19,2004-03-12T02:19:25,1079057965,19.13,61.86,279.92,2.88,1450,332,559,4,3
391,29,2004-04-01T21:05:09,1080853509,24.14,41.29,359.45,2.629,1282,1039,402,2,1
392,52,2004-03-01T01:31:14,1078104674,24.39,42.54,428.0,2.707,1340,341,202,2,2
393,51,2004-03-31T05:39:07,1080711547,24.82,56.22,71.75,2.805,1376,288,412,2,3
394,18,2004-03-28T00:57:59,1080435479,27.71,62.11,701.26,2.699,1837,648,144,4,2
395,44,2004-04-01T09:56:44,1080813404,20.33,43.35,142.55,2.683,1128,731,279,2,2
396,16,2004-03-21T08:36:00,1079858160,21.44,69.27,341.91,2.744,1639,659,240,4,2
397,1,2004-02-29T12:29:33,1078057773,19.46,24.14,737.56,2.722,1120,1057,312,2,2
398,48,2004-02-29T08:01:34,1078041694,21.71,34.17,449.09,2.643,1171,1004,508,2,1
399,2,2004-04-04T06:08:34,1081058914,23.99,39.27,346.66,2.766,1242,959,398,2,2
400,15,2004-03-22T09:12:00,1079946720,23.83,57.68,396.49,2.643,1540,416,421,4,1
401,39,2004-03-06T12:05:07,1078574707,26.92,47.77,211.78,2.598,1361,1075,344,2,1
402,28,2004-03-24T00:47:58,1080089278,23.47,36.9,183.93,2.726,1115,1044,254,2,2
403,1,2004-02-29T15:19:24,1078067964,22.0,31.49,27.39,2.641,926,790,437,1,1
404,5,2004-03-15T12:13:08,1079352788,18.72,27.08,73.43,2.713,817,997,153,1,2
405,42,2004-03-22T22:15:59,1079993759,24.6,51.19,362.83,2.742,1441,437,188,4,2
406,22,2004-03-26T09:03:18,1080291798,21.53,40.33,129.68,2.726,1100,557,506,1,2
407,53,2004-03-24T15:19:27,1080141567,24.67,57.17,447.98,2.962,1575,965,308,4,3
408,36,2004-03-26T05:07:11,1080277631,20.73,27.8,386.47,2.829,1025,674,544,1,3
409,46,2004-03-29T15:34:41,1080574481,25.6,50.13,726.47,2.757,1627,646,357,4,2
410,13,2004-03-06T23:39:04,1078616344,23.16,44.49,231.91,2.752,1246,402,354,2,2
411,1,2004-03-06T23:08:25,1078614505,24.98,37.64,131.98,2.778,1130,554,195,2,2
412,16,2004-03-29T05:15:10,1080537310,23.16,38.51,228.0,2.713,1155,413,398,2,2
413,41,2004-03-22T00:32:53,1079915573,19.22,46.24,601.07,2.706,1379,802,458,2,2
414,22,2004-04-03T15:46:01,1081007161,20.9,44.62,87.75,2.709,1131,940,281,2,2
415,32,2004-03-15T08:54:26,1079340866,18.16,34.3,382.31,2.676,1069,231,478,1,2
416,16,2004-04-04T01:14:15,1081041255,22.55,51.19,109.94,2.875,1274,1072,225,2,3
417,51,2004-03-04T03:38:21,1078371501,17.61,59.46,123.74,2.633,1306,580,185,2,1
418,15,2004-03-23T16:43:03,1080060183,22.88,42.07,107.51,2.791,1142,688,393,2,2
419,46,2004-04-05T06:05:19,1081145119,11.14,51.98,673.0,2.779,1339,1022,322,2,2
420,52,2004-03-11T04:23:10,1078978990,24.43,43.09,279.2,2.769,1275,403,493,2,2
421,42,2004-03-11T08:17:26,1078993046,18.69,73.92,150.29,2.719,1558,875,365,4,2
422,53,2004-03-20T15:39:45,1079797185,19.14,45.17,923.91,2.643,1522,681,255,4,1
423,12,2004-03-11T19:05:34,1079031934,26.12,53.42,197.24,2.751,1422,386,522,4,2
424,1,2004-04-05T08:36:42,1081154202,22.96,59.01,8.13,2.751,1348,1109,300,2,2
425,53,2004-03-17T07:53:13,1079509993,24.54,37.31,128.44,2.904,1115,816,242,2,3
426,17,2004-03-19T21:00:49,1079730049,18.98,53.47,34.61,2.767,1199,662,224,2,2
427,41,2004-03-13T04:11:05,1079151065,24.89,55.35,570.23,2.739,1613,729,175,4,2
428,51,2004-03-25T13:22:24,1080220944,21.59,50.16,105.65,2.717,1237,870,176,2,2
429,50,2004-02-29T20:07:03,1078085223,22.35,54.16,204.72,2.684,1362,424,127,2,2
430,28,2004-04-04T02:57:36,1081047456,26.47,37.22,337.72,2.737,1257,285,298,2,2
431,7,2004-03-15T16:26:18,1079367978,18.51,70.77,402.92,2.765,1633,1032,462,4,2
432,9,2004-03-04T18:34:23,1078425263,24.74,16.22,2.29,2.655,739,220,452,1,2
433,22,2004-03-03T06:07:34,1078294054,23.16,34.91,363.9,2.678,1169,972,385,2,2
434,26,2004-03-29T23:23:08,1080602588,21.36,28.95,57.26,2.645,890,1002,198,1,1
435,53,2004-03-29T09:47:21,1080553641,18.72,65.67,198.54,2.754,1459,1073,142,4,2
436,12,2004-03-25T23:55:14,1080258914,21.33,43.43,126.99,2.805,1141,603,411,2,3
437,7,2004-03-16T06:39:45,1079419185,19.54,33.66,197.84,2.499,995,723,190,1,1
438,46,2004-03-08T05:24:39,1078723479,25.56,37.73,301.37,2.689,1228,634,369,2,2
439,47,2004-03-06T16:27:56,1078590476,22.28,26.7,911.83,2.859,1302,292,535,2,3
440,15,2004-03-25T19:38:35,1080243515,19.97,52.53,97.56,2.775,1236,1089,536,2,2
441,38,2004-03-28T20:05:13,1080504313,17.69,53.74,187.26,2.746,1253,958,523,2,2
442,21,2004-03-14T00:21:26,1079223686,20.61,48.64,381.01,2.62,1332,790,312,2,1
443,14,2004-03-25T19:55:36,1080244536,25.71,36.41,516.16,2.785,1318,648,242,2,2
444,2,2004-03-21T01:15:24,1079831724,22.33,63.31,531.4,2.71,1662,605,315,4,2
445,8,2004-03-26T08:01:04,1080288064,21.46,54.38,360.09,2.776,1425,347,189,4,2
446,45,2004-03-30T05:43:35,1080625415,27.1,24.06,147.39,2.895,977,1086,426,1,3
447,6,2004-03-13T21:15:25,1079212525,20.76,42.67,403.85,2.61,1257,554,237,2,1
448,37,2004-03-16T17:47:55,1079459275,19.58,31.12,317.31,2.831,1017,437,315,1,3
449,37,2004-03-04T04:43:02,1078375382,23.21,62.66,181.83,2.691,1495,528,369,4,2
450,33,2004-03-12T13:43:42,1079099022,23.26,39.62,473.78,2.814,1296,1078,232,2,3
451,41,2004-03-27T23:29:31,1080430171,20.24,28.45,328.12,2.667,996,585,351,1,2
452,6,2004-04-04T18:43:45,1081104225,19.61,43.25,9.93,2.636,1046,231,516,1,1
453,52,2004-03-10T12:42:41,1078922561,26.34,64.08,119.53,2.775,1548,841,381,4,2
454,26,2004-03-06T17:05:26,1078592726,20.7,55.37,277.25,2.581,1383,974,493,2,1
455,39,2004-03-06T12:19:10,1078575550,17.64,38.74,82.58,2.653,975,596,303,1,2
456,41,2004-02-29T09:00:34,1078045234,22.58,42.91,209.21,2.653,1200,901,214,2,2
457,37,2004-04-05T11:52:56,1081165976,24.68,56.94,507.49,2.66,1602,1030,180,4,2
458,14,2004-04-05T00:30:49,1081125049,21.43,61.74,165.11,2.764,1437,915,147,4,2
459,37,2004-03-31T10:23:58,1080728638,23.61,26.39,288.59,2.756,1012,928,504,1,2
460,8,2004-03-18T15:56:45,1079625405,18.86,46.84,380.43,2.705,1270,483,199,2,2
461,39,2004-03-19T07:17:16,1079680636,23.88,40.74,164.72,2.652,1171,1035,209,2,2
462,13,2004-03-02T07:07:01,1078211221,19.13,39.15,70.32,2.7,1005,580,423,1,2
463,13,2004-02-28T15:26:49,1077982009,22.92,61.1,148.99,2.61,1449,733,253,4,1
464,40,2004-03-01T15:18:17,1078154297,24.3,28.74,98.96,2.61,967,844,208,1,1
465,43,2004-03-10T06:36:05,1078900565,22.3,54.66,279.53,2.654,1406,466,132,4,2
466,28,2004-03-11T11:53:20,1079006000,18.29,17.61,223.53,2.595,742,701,246,1,1
467,18,2004-03-10T20:55:15,1078952115,18.42,36.3,46.98,2.722,936,393,338,1,2
468,19,2004-04-05T05:20:41,1081142441,26.78,45.41,363.66,2.758,1398,954,187,2,2
469,38,2004-03-15T15:35:33,1079364933,19.7,29.27,278.88,2.711,972,611,512,1,2
470,32,2004-03-25T09:40:30,1080207630,24.3,71.45,328.59,2.621,1722,576,195,4,1
471,22,2004-03-04T08:07:23,1078387643,22.36,36.39,246.68,2.674,1116,984,503,2,2
472,2,2004-03-22T19:54:12,1079985252,18.99,35.43,25.39,2.784,924,1062,497,1,2
473,13,2004-04-05T17:22:40,1081185760,20.4,36.68,164.03,2.804,1040,319,205,1,3
474,23,2004-04-03T19:39:51,1081021191,27.1,52.0,316.6,2.614,1480,1045,364,4,1
475,25,2004-03-21T23:33:08,1079911988,32.47,55.89,327.19,2.746,1651,757,149,4,2
476,28,2004-03-01T21:50:51,1078177851,21.05,39.74,223.07,2.644,1129,1086,517,2,1
477,11,2004-02-28T00:50:51,1077929451,20.84,48.8,831.34,2.805,1564,940,391,4,3
478,33,2004-03-19T06:51:23,1079679083,17.09,49.73,62.4,2.809,1119,310,388,2,3
479,24,2004-03-10T15:04:06,1078931046,17.05,27.7,303.04,2.511,908,1046,540,1,1
480,2,2004-03-18T05:08:19,1079586499,19.43,43.57,233.62,2.635,1159,1011,312,2,1
481,30,2004-03-10T05:52:05,1078897925,20.66,37.43,189.96,2.744,1070,386,120,1,2
482,17,2004-03-01T04:36:47,1078115807,21.92,26.32,119.4,2.532,893,473,356,1,1
483,40,2004-03-04T04:49:55,1078375795,24.07,47.56,119.06,2.828,1254,343,321,2,3
484,34,2004-03-09T23:46:37,1078875997,22.66,57.18,489.04,2.742,1555,834,529,4,2
485,38,2004-03-28T15:07:26,1080486446,24.12,45.53,376.96,2.585,1354,338,487,2,1
486,22,2004-03-13T14:06:26,1079186786,20.16,14.14,455.7,2.789,843,384,345,1,2
487,5,2004-04-03T08:26:30,1080980790,21.79,39.52,17.45,2.79,1037,287,243,1,2
488,48,2004-03-31T16:45:27,1080751527,20.91,34.28,477.58,2.755,1171,967,547,2,2
489,40,2004-03-24T02:57:55,1080097075,18.2,66.36,128.42,2.744,1424,729,536,4,2
490,51,2004-03-12T05:30:52,1079069452,16.08,40.93,141.21,2.777,1006,466,526,1,2
491,16,2004-04-01T13:43:23,1080827003,19.99,25.63,105.58,2.619,837,771,92,1,1
492,13,2004-04-04T04:26:17,1081052777,14.56,44.45,732.15,2.722,1324,379,208,2,2
493,26,2004-04-02T08:13:17,1080893597,18.6,52.63,248.41,2.642,1286,301,234,2,1
494,31,2004-03-01T13:54:26,1078149266,23.64,46.19,483.92,2.796,1407,424,209,4,2
495,52,2004-03-12T03:20:48,1079061648,22.54,35.37,320.55,2.703,1142,428,383,2,2
496,39,2004-03-18T01:25:11,1079573111,22.06,39.5,360.04,2.524,1214,985,173,2,1
497,48,2004-03-15T03:04:30,1079319870,25.54,54.19,113.35,2.582,1380,845,471,2,1
498,23,2004-03-23T14:23:23,1080051803,19.81,46.21,180.9,2.699,1180,945,273,2,2
499,48,2004-03-15T11:21:26,1079349686,24.05,69.3,124.39,2.657,1583,685,527,4,2
500,12,2004-04-04T18:45:45,1081104345,19.58,46.18,59.83,2.66,1114,861,133,2,2
501,14,2004-04-04T12:07:16,1081080436,22.83,26.66,207.28,2.64,960,1091,256,1,1
502,18,2004-03-01T02:51:02,1078109462,22.46,42.6,81.48,2.633,1129,430,144,2,1
503,27,2004-03-27T20:05:18,1080417918,22.62,38.24,190.07,2.73,1121,526,232,2,2
504,28,2004-03-31T21:26:32,1080768392,20.84,26.37,167.4,2.76,896,915,535,1,2
505,18,2004-02-29T03:50:35,1078026635,22.96,46.57,384.7,2.721,1350,1070,357,2,2
506,16,2004-04-05T06:34:28,1081146868,23.19,39.98,99.75,2.753,1113,447,271,1,2
507,52,2004-03-27T15:40:48,1080402048,17.71,46.79,192.43,2.705,1152,461,322,2,2
508,16,2004-03-21T00:13:45,1079828025,24.55,66.96,175.63,2.576,1583,306,399,4,1
509,13,2004-03-07T16:23:21,1078676601,18.29,43.45,407.03,2.82,1221,748,422,2,3
510,29,2004-03-08T07:08:48,1078729728,19.37,57.29,155.73,2.815,1325,1130,401,2,3
511,9,2004-03-11T01:47:13,1078969633,22.73,42.7,237.45,2.75,1214,671,390,2,2
512,26,2004-03-25T07:46:39,1080200799,23.79,49.99,135.03,2.601,1293,570,301,2,1
513,28,2004-03-18T19:29:01,1079638141,22.66,46.44,54.31,2.582,1177,355,154,2,1
514,41,2004-03-05T03:05:25,1078455925,22.98,48.21,260.88,2.641,1313,817,451,2,1
515,13,2004-04-04T05:25:03,1081056303,18.59,43.42,74.11,2.872,1060,725,286,1,3
516,36,2004-03-11T08:50:32,1078995032,20.43,62.4,249.15,2.73,1469,282,531,4,2
517,9,2004-03-01T01:03:35,1078103015,15.85,52.58,333.54,2.702,1272,894,542,2,2
518,47,2004-03-01T04:07:08,1078114028,19.24,46.39,204.91,2.71,1183,749,495,2,2
519,14,2004-03-30T15:59:48,1080662388,17.98,55.9,103.06,2.669,1250,480,261,2,2
520,51,2004-03-27T14:19:44,1080397184,22.04,46.54,83.53,2.695,1181,844,480,2,2
521,12,2004-04-05T23:09:03,1081206543,29.07,58.4,200.82,2.708,1558,276,546,4,2
522,53,2004-03-03T16:58:36,1078333116,24.28,30.84,88.41,2.654,992,768,472,1,2
523,32,2004-03-28T10:33:10,1080469990,15.27,70.58,160.93,2.603,1444,867,382,4,1
524,38,2004-03-30T23:16:14,1080688574,17.45,47.07,114.9,2.709,1112,925,400,1,2
525,3,2004-03-05T06:20:52,1078467652,18.1,31.31,225.76,2.639,945,728,379,1,1
526,54,2004-03-18T12:24:53,1079612693,16.73,53.99,374.63,2.786,1332,842,450,2,2
527,52,2004-03-26T04:45:16,1080276316,21.15,60.52,120.55,2.739,1391,272,434,2,2
528,16,2004-03-31T13:09:10,1080738550,22.69,32.7,167.37,2.692,1028,435,547,1,2
529,20,2004-03-31T20:12:59,1080763979,18.12,39.34,680.97,2.643,1293,406,191,2,1
530,32,2004-03-29T04:48:25,1080535705,21.33,57.18,95.34,2.755,1332,279,194,2,2
531,23,2004-03-24T01:12:47,1080090767,22.66,51.77,652.49,2.758,1556,726,557,4,2
532,17,2004-03-21T00:54:10,1079830450,24.1,39.72,514.72,2.663,1335,921,550,2,2
533,16,2004-02-29T16:05:56,1078070756,22.47,42.01,136.9,2.729,1148,1112,278,2,2
534,38,2004-03-01T08:37:41,1078130261,22.99,29.99,178.06,2.631,999,989,471,1,1
535,8,2004-04-03T20:55:20,1081025720,21.89,33.15,150.41,2.713,1010,777,382,1,2
536,19,2004-03-03T02:46:52,1078282012,18.96,24.93,2.77,2.635,754,960,395,1,1
537,30,2004-02-28T02:37:15,1077935835,19.61,40.82,243.41,2.661,1126,952,475,2,2
538,34,2004-03-04T04:19:16,1078373956,18.03,53.13,78.0,2.769,1197,654,369,2,2
539,14,2004-03-19T05:33:34,1079674414,26.5,41.8,439.53,2.795,1377,743,139,2,2
540,22,2004-04-02T06:53:36,1080888816,17.59,58.4,371.19,2.589,1413,712,158,4,1
541,44,2004-02-28T21:53:01,1078005181,24.86,37.25,262.71,2.688,1187,242,257,2,2
542,17,2004-03-25T11:43:47,1080215027,17.62,27.11,379.4,2.754,949,963,409,1,2
543,15,2004-03-25T03:02:28,1080183748,24.3,58.86,302.13,2.617,1520,437,242,4,1
544,50,2004-03-25T21:27:39,1080250059,24.92,49.41,196.08,2.668,1337,446,549,2,2
545,48,2004-03-26T19:33:35,1080329615,25.46,59.73,32.05,2.744,1421,314,544,4,2
546,32,2004-03-07T20:15:21,1078690521,18.88,40.96,743.5,2.657,1364,1122,418,2,2
547,13,2004-04-01T06:16:57,1080800217,22.49,64.09,386.4,2.594,1604,313,304,4,1
548,21,2004-03-19T03:06:23,1079665583,20.2,32.08,298.74,2.673,1035,858,315,1,2
549,49,2004-03-12T12:55:48,1079096148,19.34,41.55,41.28,2.683,1031,393,508,1,2
550,40,2004-03-28T21:15:15,1080508515,22.13,49.89,916.91,2.825,1649,818,187,4,3
551,33,2004-03-16T09:55:44,1079430944,24.44,39.37,19.13,2.888,1089,824,172,1,3
552,27,2004-03-11T19:41:17,1079034077,20.21,47.73,208.78,2.727,1225,905,509,2,2
553,35,2004-03-16T21:02:28,1079470948,22.99,59.97,220.26,2.708,1469,261,412,4,2
554,16,2004-03-02T08:13:10,1078215190,19.28,49.52,208.8,2.611,1233,941,267,2,1
555,28,2004-03-09T07:23:37,1078817017,18.87,42.86,330.89,2.588,1186,736,209,2,1
556,34,2004-03-29T14:34:49,1080570889,21.03,59.72,299.55,2.793,1466,400,285,4,2
557,47,2004-03-15T07:20:36,1079335236,21.21,51.15,122.89,2.582,1253,1010,365,2,1
558,1,2004-03-17T23:54:09,1079567649,24.0,44.9,417.98,2.753,1363,370,398,2,2
559,41,2004-03-06T12:40:19,1078576819,18.25,44.04,92.3,2.891,1072,548,411,1,3
560,48,2004-03-28T06:55:26,1080456926,28.48,40.59,102.18,2.618,1229,1051,549,2,1
561,31,2004-03-31T14:45:29,1080744329,16.62,55.12,35.17,2.547,1177,277,175,2,1
562,36,2004-03-09T06:27:05,1078813625,22.68,55.57,380.93,2.738,1478,948,148,4,2
563,44,2004-03-02T03:32:47,1078198367,21.14,60.18,349.26,2.803,1500,567,376,4,3
564,33,2004-03-01T05:07:12,1078117632,20.05,50.16,140.05,2.621,1224,490,212,2,1
